id,,Informasi umum,Nama entitas,Penjelasan perubahan nama dari akhir periode laporan sebelumnya,Kode entitas,Nomor identifikasi entitas,Industri utama entitas,Sektor,Subsektor,Informasi pemegang saham pengendali,Jenis entitas,Jenis efek yang dicatatkan,Jenis papan perdagangan tempat entitas tercatat,Apakah merupakan laporan keuangan satu entitas atau suatu kelompok entitas,Periode penyampaian laporan keuangan,Tanggal awal periode berjalan,Tanggal akhir periode berjalan,Tanggal akhir tahun sebelumnya,Tanggal awal periode sebelumnya,Tanggal akhir periode sebelumnya,Mata uang pelaporan,Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah,Pembulatan yang digunakan dalam penyajian jumlah dalam laporan keuangan,Jenis laporan atas laporan keuangan,Jenis opini auditor,"Hal yang diungkapkan dalam paragraf pendapat untuk penekanan atas suatu masalah atau paragraf penjelasan lainnya, jika ada",Hasil penugasan review,Tanggal laporan audit atau hasil laporan review,Auditor tahun berjalan,Nama partner audit tahun berjalan,Lama tahun penugasan partner yang menandatangani,Auditor tahun sebelumnya,Nama partner audit tahun sebelumnya,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII G 11 tentang tanggung jawab direksi atas laporan keuangan,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII A dua tentang independensi akuntan yang memberikan jasa audit di pasar modal
2018AuditRUISFinancialStatement2018TahunanRUISxlsx.xlsx,31 December 2018,,Radiant Utama Interinsco Tbk,,RUIS,AA472,Umum / General,2. Mining,22. Crude Petroleum & Natural Gas Production,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019",Hendrawinata Hanny Erwin & Sumargo,Leknor Joni,2 tahun,"Aryanto, Amir Jusuf, Mawar & Saptoto",Leknor Joni,Ya / Yes,Ya / Yes
2018AuditSAFEFinancialStatement2018TahunanSAFExlsx.xlsx,31 December 2018,,Steady Safe Tbk,,SAFE,AA207,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019",Heliantono & Rekan,Rahmat Sukendar,,Jimmy Budhi & Rekan,Jimmy S Budhi,Ya / Yes,Ya / Yes
2018AuditSAMEFinancialStatement2018TahunanSAMExlsx.xlsx,31 December 2018,,Sarana Meditama Metropolitan Tbk,,SAME,AA637,Umum / General,"9. Trade, Services & Investment",96. Healthcare,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019","Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs. Emanuel Handojo Pranadjaja, CA, CPA",,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Juninho Widjaja, CPA",Ya / Yes,Ya / Yes
2018AuditSAPXFinancialStatement2018TahunanSAPXxlsx.xlsx,31 December 2018,,PT Satria Antaran Prima Tbk.,,SAPX,AA849,Umum / General,"7. Infrastructure, Utilities And Transportation",74. Transportation,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-26,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan",Suhartanto,,"Kosasih, Nurdiyaman, Tjahjo & Rekan",Suhartanto,Ya / Yes,Ya / Yes
2018AuditSATUFinancialStatement2018TahunanSATUxlsx.xlsx,31 December 2018,,PT Kota Satu Properti Tbk.,,SATU,AA860,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Doli, Bambang, Sudarmadji & Dadang","Dadang Mulyana, CA, CPA, CPI.",,"S. Griselda, Dra., & Co.","Dra. Griselda Situmorang, Ak., CA.,CPA",Ya / Yes,Ya / Yes
2018AuditSCBDFinancialStatement2018TahunanSCBDxlsx.xlsx,31 December 2018,,Danayasa Arthatama Tbk,,SCBD,AA388,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019",Mirawati Sensi Idris,LEO SUSANTO,,Mirawati Sensi Idris,LEO SUSANTO,Ya / Yes,Ya / Yes
2018AuditSCCOFinancialStatement2018TahunanSCCOxlsx.xlsx,31 December 2018,,PT Supreme Cable Manufacturing & Commerce Tbk,,SCCO,AA012,Umum / General,4. Miscellaneous Industry,45. Cable,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Kanaka Puradiredja, Suhartono","Tan Siddharta, CPA",,"Kanaka Puradiredja, Suhartono","Tan Siddharta, CPA",Ya / Yes,Ya / Yes
2018AuditSCMAFinancialStatement2018TahunanSCMAxlsx.xlsx,31 December 2018,,Surya Citra Media Tbk,,SCMA,AA396,Umum / General,"9. Trade, Services & Investment","95. Advertising, Printing And Media",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,Ketidakpastian yang terkait dengan hasil dari suatu tuntutan hukum terhadap entitas anak dan informasi keuangan entitas induk / An uncertainty related to the outcome of a lawsuit filed against a subsidiary and financial information of the parent entity.,,"March 27, 2019","Purwantono, Sungkoro & Surja",Said Amru,,"Purwantono, Sungkoro & Surja",Moch. Dadang Syachruna,Ya / Yes,Ya / Yes
2018AuditSDMUFinancialStatement2018TahunanSDMUxlsx.xlsx,31 December 2018,,Sidomulyo Selaras Tbk,,SDMU,AA591,Umum / General,"7. Infrastructure, Utilities And Transportation",74. Transportation,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,,,,,,,Ya / Yes,Ya / Yes
2018AuditSDPCFinancialStatement2018TahunanSDPCxlsx.xlsx,31 December 2018,,Millennium Pharmacon International Tbk,,SDPC,AA080,Umum / General,"9. Trade, Services & Investment",91. Wholesale (Durable & Non-Durable Goods),Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 18, 2019",Tjahjadi & Tamara,Riani,,Tjahjadi & Tamara,Riani,Ya / Yes,Ya / Yes
2018AuditSDRAFinancialStatement2018TahunanSDRAxlsx.xlsx,31 December 2018,,PT Bank Woori Saudara Indonesia 1906 Tbk,,SDRA,AA478,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 28, 2019","Tanudiredja, Wibisana & Rekan",Jimmy Pangestu,,"Tanudiredja, Wibisana, Rintis & Rekan","Angelique Dewi Daryanto, S.E., CPA",Ya / Yes,Ya / Yes
2018AuditSGROFinancialStatement2018TahunanSGROxlsx.xlsx,31 December 2018,,Sampoerna Agro Tbk,,SGRO,AA482,Umum / General,1. Agriculture,12. Plantation,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Purwantono, Sungkoro & Surja",Sinarta,,"Purwantono, Sungkoro & Surja",Peter Surja,Ya / Yes,Ya / Yes
2018AuditSHIDFinancialStatement2018TahunanSHIDxlsx.xlsx,31 December 2018,,Hotel Sahid Jaya Tbk,,SHID,AA084,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019","Doli, Bambang, Sudarmadji & Dadang","Dadang Mulyana,CA,CPA,CPI",,"Doli, Bambang, Sudarmadji & Dadang","Doli Diapary Siregar,CPA",Ya / Yes,Ya / Yes
2018AuditSHIPFinancialStatement2018TahunanSHIPxlsx.xlsx,31 December 2018,,PT Sillo Maritime Perdana Tbk,,SHIP,AA728,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Emanuel H. Pranadjaja, CA, CPA",,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Emanuel H. Pranadjaja, CA, CPA",Ya / Yes,Ya / Yes
2018AuditSIDOFinancialStatement2018TahunanSIDOxlsx.xlsx,31 December 2018,,PT Industri Jamu dan Farmasi Sido Muncul  Tbk,,SIDO,AA669,Umum / General,5. Consumer Goods Industry,53. Pharmaceuticals,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 15, 2019","Purwantono, Sungkoro & Surja",Muhammad Kurniawan,2,"Purwantono, Suherman & Surja",Muhammad Kurniawan,Ya / Yes,Ya / Yes
2018AuditSILOFinancialStatement2018TahunanSILOxlsx.xlsx,31 December 2018,,PT Siloam International Hospitals Tbk.,,SILO,AA663,Umum / General,"9. Trade, Services & Investment",96. Healthcare,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 18, 2019","Aryanto, Amir Jusuf, Mawar & Saptoto",Tjun Tjun,,"Aryanto, Amir Jusuf, Mawar & Saptoto",Tjun Tjun,Ya / Yes,Ya / Yes
2018AuditSIMAFinancialStatement2018TahunanSIMAxlsx.xlsx,31 December 2018,,Siwani Makmur Tbk,,SIMA,AA194,Umum / General,"9. Trade, Services & Investment",99. Others - Trade Services & Investment,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019","Djoko, Sidik & Indra","Drs. Abubakar Sidik. MS,,CPA,,CA.",,"Djoko, Sidik & Indra","Drs. Abubakar Sidik. MS,,CPA,,CA.",Ya / Yes,Ya / Yes
2018AuditSIMPFinancialStatement2018TahunanSIMPxlsx.xlsx,31 December 2018,,Salim Ivomas Pratama Tbk,,SIMP,AA582,Umum / General,1. Agriculture,12. Plantation,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 21, 2019","Purwantono, Sungkoro & Surja",Indrajuwana Komala Widjaja,,"Purwantono, Suherman & Surja",Indrajuwana Komala Widjaja,Ya / Yes,Ya / Yes
2018AuditSIPDFinancialStatement2018TahunanSIPDxlsx.xlsx,31 December 2018,,Sierad Produce Tbk,,SIPD,AA268,Umum / General,3. Basic Industry And Chemicals,36. Animal Feed,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 21, 2019","Tanubrata, Sutanto, Fahmi & Rekan","Santanu Chandra, CPA",,Tanubrata Sutanto Fahmi dan Rekan,"Santanu Chandra, CPA",Ya / Yes,Ya / Yes
2018AuditSKBMFinancialStatement2018TahunanSKBMxlsx.xlsx,31 December 2018,,Sekar Bumi Tbk,,SKBM,AA160,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019","Paul Hadiwinata, Hidajat, Arsono, Achmad, Suharli & Rekan","Arief Setyadi, CPA",3,"Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Arief Setyadi, CPA",Ya / Yes,Ya / Yes
2018AuditSKLTFinancialStatement2018TahunanSKLTxlsx.xlsx,31 December 2018,,Sekar Laut Tbk,,SKLT,AA172,Umum / General,5. Consumer Goods Industry,51. Food And Beverages,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 12, 2019","Paul Hadiwinata, Hidajat, Arsono, Achmad, Suharli & Rekan",Ady Putera Setyo Pribadi,,"Paul Hadiwinata, Hidajat, Arsono, Achmad, Suharli & Rekan",Ady Putera Setyo Pribadi,Ya / Yes,Ya / Yes
2018AuditSKRNFinancialStatement2018TahunanSKRNxlsx.xlsx,31 December 2018,,PT Superkrane Mitra Utama Tbk,,SKRN,AA857,Properti / Property,"6. Property, Real Estate And Building Construction",62. Building Construction,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Riki Afrianof,,"Aryanto, Amir Jusuf, Mawar & Saptoto",Riki Afrianof,Ya / Yes,Ya / Yes
2018AuditSKYBFinancialStatement2018TahunanSKYBxlsx.xlsx,31 December 2018,,Skybee Tbk,-,SKYB,AA553,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,-,-,"March 26, 2019","Tanubrata, Sutanto, Fahmi & Rekan","Drs. Dedi Tanumihardja, CPA., CA",1,"Gideon, Adi & Rekan","William Suria Djaja Salim, M.Ak., CA., CPA",Ya / Yes,Ya / Yes
2018AuditSMARFinancialStatement2018TahunanSMARxlsx.xlsx,31 December 2018,,SMART Tbk,,SMAR,AA157,Umum / General,1. Agriculture,12. Plantation,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 22, 2019",Mirawati Sensi Idris,Maria Leckzinska,3,Mirawati Sensi Idris,Maria Leckzinska,Ya / Yes,Ya / Yes
2018AuditSMBRFinancialStatement2018TahunanSMBRxlsx.xlsx,31 December 2018,,PT Semen Baturaja (Persero) Tbk,,SMBR,AA652,Umum / General,3. Basic Industry And Chemicals,31. Cement,Indonesian Government,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 14, 2019","Herman, Dody Tanumihardja & Rekan","Ahmad Nadhif Thoyyibin, M. Ak., C.A., C.P.A",3,"Herman, Dody Tanumihardja & Rekan","Ahmad Nadhif Thoyyibin, M. Ak., C.A., C.P.A",Ya / Yes,Ya / Yes
2018AuditSMCBFinancialStatement2018TahunanSMCBxlsx.xlsx,31 December 2018,,Holcim Indonesia Tbk,Akuisisi,SMCB,AA001,Umum / General,3. Basic Industry And Chemicals,31. Cement,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019",Satrio Bing Eny & Rekan,Yulia,,Satrio Bing Eny & Rekan,Yulia,Ya / Yes,Ya / Yes
2018AuditSMDMFinancialStatement2018TahunanSMDMxlsx.xlsx,31 December 2018,,Suryamas Dutamakmur Tbk,,SMDM,AA244,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,Foreign Corporation,Foreign Company,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 08, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Drs Emanuel Handojo Pranadjaja, CA, CPA",,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs Emanuel Handojo Pranadjaja, CA, CPA",Ya / Yes,Ya / Yes
2018AuditSMDRFinancialStatement2018TahunanSMDRxlsx.xlsx,31 December 2018,,Samudera Indonesia Tbk,,SMDR,AA312,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019",Satrio Bing Eny & Rekan,Muhammad Irfan,,Satrio Bing Eny & Rekan,Bing Harianto,Ya / Yes,Ya / Yes
2018AuditSMMAFinancialStatement2018TahunanSMMAxlsx.xlsx,31 December 2018,,Sinar Mas Multiartha Tbk,,SMMA,AA238,Umum / General,8. Finance,89. Others - Finance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019",Mirawati Sensi Idris,Maria Leckzinska,1,Mirawati Sensi Idris,Yelly Warsono,Ya / Yes,Ya / Yes
2018AuditSMMTFinancialStatement2018TahunanSMMTxlsx.xlsx,31 December 2018,,GOLDEN EAGLE ENERGY Tbk,,SMMT,AA297,Umum / General,2. Mining,21. Coal Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,Michell Suharli,,Tanubrata Sutanto Fahmi dan Rekan,Michell Suharli,Ya / Yes,Ya / Yes
2018AuditSMRAFinancialStatement2018TahunanSMRAxlsx.xlsx,31 December 2018,,PT Summarecon Agung Tbk,,SMRA,AA081,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Purwantono, Suherman & Surja","Tjoa Tjiek Nien, CPA",,"Purwantono, Suherman & Surja","Tjoa Tjiek Nien, CPA",Ya / Yes,Ya / Yes
2018AuditSMRUFinancialStatement2018TahunanSMRUxlsx.xlsx,31 December 2018,,SMR Utama Tbk,,SMRU,AA593,Umum / General,2. Mining,21. Coal Mining,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,"Kelompok Usaha mengubah mata uang penyajian laporankeuangan konsolidasian dari Dolar Amerika Serikat keRupiah mulai 1 Januari 2018. Perubahan dalam mata uangpenyajian dicatat secara restrospektif. Sehubungan denganitu, Kelompok Usaha menyajikan kembali laporan posisikeuangan konsolidasian pada tanggal 31 Desember 2017dan 1 Januari 2017/31 Desember 2016, dan laporan labarugi dan penghasilan komprehensif lain serta perubahanekuitas untuk tahun yang berakhir pada tanggal31 Desember 2017, yang sebelumnya disajikan dalamDolar Amerika Serikat ke Rupiah , sebagaimanadisyaratkan oleh Standar Akuntansi Keuangandi Ind",,"March 15, 2019",Anwar & Rekan,"Patricia, CPA",2,Anwar & Rekan,"Patricia, CPA",Ya / Yes,Ya / Yes
2018AuditSMSMFinancialStatement2018TahunanSMSMxlsx.xlsx,31 December 2018,,Selamat Sempurna Tbk,,SMSM,AA262,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Purwantono, Sungkoro & Surja",MENTO,,"Purwantono, Sungkoro & Surja",PETER SURJA,Ya / Yes,Ya / Yes
2018AuditSOCIFinancialStatement2018TahunanSOCIxlsx.xlsx,31 December 2018,,PT Soechi Lines Tbk.,,SOCI,AA697,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-22,"Kosasih, Nurdiyaman, Tjahjo & Rekan",Fendri Sutejo,,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan",Fendri Sutejo,Ya / Yes,Ya / Yes
